fName,lName,country,poll,selectionName,selectionYear,selectionDirector,newName,rating,runtime,genre,language,country
Dominique,Martinez,France,critics,Solaris,1972,Andrei Tarkovsky,Solaris,PG-13,99,"Drama,Mystery,Romance",English,USA
Dominique,Martinez,France,critics,"Spirit of the Beehive, The",1973,Victor Erice,The Spirit of the Beehive,UNRATED,95,"Drama,Fantasy",Spanish,Spain
Dmitry,Martov,US/Russia,critics,"Amour fou, L'",1968,Jacques Rivette,L'Amour fou,N/A,252,"Drama,Romance",French,France
Dmitry,Martov,US/Russia,critics,Branded to Kill,1967,Suzuki Seijun,Branded to Kill,NOT RATED,91,"Action,Crime,Drama",Japanese,Japan
Dmitry,Martov,US/Russia,critics,"Femme Douce, Une",1969,Robert Bresson,A Gentle Woman,N/A,88,Drama,French,France
Dmitry,Martov,US/Russia,critics,"Left-Handed Woman, The",1977,Peter Handke,Die linkshandige Frau,N/A,119,Drama,German,West Germany
Dmitry,Martov,US/Russia,critics,Libera Me,1993,Alain Cavalier,Libera Me,N/A,119,"Action,Drama",Korean,South Korea
Dmitry,Martov,US/Russia,critics,On Top of the Whale,1982,Raúl Ruiz,On Top of the Whale,N/A,90,Fantasy,"Dutch,French,English",Netherlands
Dmitry,Martov,US/Russia,critics,Opening Night,1977,John Cassavetes,Opening Night,PG-13,144,Drama,English,USA
Dmitry,Martov,US/Russia,critics,Satantango,1994,Bela Tarr,Satantango,N/A,450,"Comedy,Drama",Hungarian,"Hungary,Germany,Switzerland"
Dmitry,Martov,US/Russia,critics,Song and Solitude,,Nathaniel Dorsky,Song and Solitude,N/A,21,Short,N/A,USA
Dmitry,Martov,US/Russia,critics,Sunrise,1927,F. W. Murnau,Sunrise,NOT RATED,94,"Drama,Romance",N/A,USA
Dina,Iordanova,Bulgaria/UK,critics,Boudu Saved from Drowning,1932,Jean Renoir,Boudu Saved from Drowning,NOT RATED,85,Comedy,French,France
Dina,Iordanova,Bulgaria/UK,critics,"Grapes of Wrath, The",1940,John Ford,The Grapes of Wrath,NOT RATED,129,Drama,English,USA
Dina,Iordanova,Bulgaria/UK,critics,"Great Dictator, The",1940,Charles Chaplin,The Great Dictator,APPROVED,125,"Comedy,Drama,War","English,Esperanto",USA
Dina,Iordanova,Bulgaria/UK,critics,I am Cuba,1964,Mikhail Kalatozov,I am Cuba,N/A,141,"Drama,Music,War","Spanish,English","Cuba,Soviet Union"
Dina,Iordanova,Bulgaria/UK,critics,Mirror,1974,Andrei Tarkovsky,Mirror,N/A,87,"Horror,Crime,Mystery",N/A,Hong Kong
Dina,Iordanova,Bulgaria/UK,critics,"Moment of Innocence, A",1995,Mohsen Makhmalbaf,A Moment of Innocence,N/A,78,"Comedy,Drama",Persian,"Iran,France"
Dina,Iordanova,Bulgaria/UK,critics,"Round-Up, The",1966,Miklos Jancso,The Round-Up,N/A,90,"Drama,War",Hungarian,Hungary
Dina,Iordanova,Bulgaria/UK,critics,Swept Away,1975,Lina Wertmuller,Swept Away,R,89,"Comedy,Romance","English,Greek,Italian","UK,Italy"
Dina,Iordanova,Bulgaria/UK,critics,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
Dina,Iordanova,Bulgaria/UK,critics,WR: Mysteries of the Organism,1971,Dusan Makavejev,WR: Mysteries of the Organism,NOT RATED,84,"Comedy,Drama,Fantasy","Serbo-Croatian,English,Russian,German","Yugoslavia,West Germany"
Dimitri,Eipides,Greece,critics,"Battle of Algiers, The",1966,Gillo Pontecorvo,The Battle of Algiers,NOT RATED,121,"Drama,History,War","French,Arabic,English","Italy,Algeria"
Dimitri,Eipides,Greece,critics,Citizen Kane,1941,Orson Welles,Citizen Kane,APPROVED,119,"Drama,Mystery",English,USA
Dimitri,Eipides,Greece,critics,It's a Wonderful Life,1947,Frank Capra,It's a Wonderful Life,APPROVED,130,"Drama,Family,Fantasy",English,USA
Dimitri,Eipides,Greece,critics,North by Northwest,1959,Alfred Hitchcock,North by Northwest,APPROVED,136,"Adventure,Mystery,Thriller",English,USA
Dimitri,Eipides,Greece,critics,Rear Window,1954,Alfred Hitchcock,Rear Window,APPROVED,112,"Mystery,Thriller",English,USA
Dimitri,Eipides,Greece,critics,Scarface,1983,Brian De Palma,Scarface,R,170,"Crime,Drama","English,Spanish",USA
Dimitri,Eipides,Greece,critics,Seven Samurai,1954,Akira Kurosawa,Seven Samurai,UNRATED,207,Drama,Japanese,Japan
Dimitri,Eipides,Greece,critics,Taxi Driver,1976,Martin Scorsese,Taxi Driver,R,113,"Crime,Drama","English,Spanish",USA
Dimitri,Eipides,Greece,critics,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
Dimitri,Eipides,Greece,critics,Touch of Evil,1958,Orson Welles,Touch of Evil,PG-13,95,"Crime,Film-Noir,Thriller","English,Spanish",USA
Dieter,Kosslick,Germany,critics,Ben-Hur,1959,William Wyler,Ben-Hur,G,212,"Adventure,Drama,History",English,USA
Dieter,Kosslick,Germany,critics,"Enigma of Kaspar Hauser, The",1974,Werner Herzog,The Enigma of Kaspar Hauser,NOT RATED,110,"Biography,Drama,History",German,West Germany
Dieter,Kosslick,Germany,critics,Fear Eats the Soul,1974,Rainer Werner Fassbinder,Fear Eats the Soul,NOT RATED,94,Drama,"German,Arabic",West Germany
Dieter,Kosslick,Germany,critics,Germany Year Zero,1948,Roberto Rossellini,Germany Year Zero,NOT RATED,78,Drama,"German,English,French","Italy,France,Germany"
Dieter,Kosslick,Germany,critics,"Great Dictator, The",1940,Charles Chaplin,The Great Dictator,APPROVED,125,"Comedy,Drama,War","English,Esperanto",USA
Dieter,Kosslick,Germany,critics,"Life and Death of Colonel Blimp, The",1943,Michael Powell/Emeric Pressburger,The Life and Death of Colonel Blimp,PASSED,163,"Drama,Romance,War","English,French,German",UK
Dieter,Kosslick,Germany,critics,Magnolia,1999,Paul Thomas Anderson,Magnolia,R,188,Drama,"English,German,French",USA
Dieter,Kosslick,Germany,critics,"One, Two, Three",1961,Billy Wilder,"One, Two, Three",UNRATED,115,Comedy,"English,German,Russian",USA
Dieter,Kosslick,Germany,critics,Some Like It Hot,1959,Billy Wilder,Some Like It Hot,NOT RATED,120,Comedy,English,USA
Dieter,Kosslick,Germany,critics,Taxi Driver,1976,Martin Scorsese,Taxi Driver,R,113,"Crime,Drama","English,Spanish",USA
Diego,Lerer,Argentina,critics,Au Hasard Balthazar,1966,Robert Bresson,Au Hasard Balthazar,NOT RATED,95,Drama,"French,Latin","France,Sweden"
Diego,Lerer,Argentina,critics,Dead Ringers,1988,David Cronenberg,Dead Ringers,R,116,"Drama,Horror,Thriller",English,"Canada,USA"
Diego,Lerer,Argentina,critics,Journey to Italy,1954,Roberto Rossellini,Journey to Italy,NOT RATED,97,"Drama,Romance","English,Italian","Italy,France"
Diego,Lerer,Argentina,critics,Late Spring,1949,Ozu Yasujiro,Late Spring,NOT RATED,108,Drama,Japanese,Japan
Diego,Lerer,Argentina,critics,La Maman et la putain,1973,Jean Eustache,The Mother and the Whore,N/A,210,"Drama,Romance",French,France
Diego,Lerer,Argentina,critics,North by Northwest,1959,Alfred Hitchcock,North by Northwest,APPROVED,136,"Adventure,Mystery,Thriller",English,USA
Diego,Lerer,Argentina,critics,Once Upon a Time in America,1983,Sergio Leone,Once Upon a Time in America,R,229,"Crime,Drama","English,Italian,French","Italy,USA"
Diego,Lerer,Argentina,critics,Ordet,1955,Carl Theodor Dreyer,Ordet,NOT RATED,126,"Drama,Fantasy",Danish,Denmark
Diego,Lerer,Argentina,critics,"Searchers, The",1956,John Ford,The Searchers,APPROVED,119,"Adventure,Drama,Western","English,Navajo,Spanish",USA
Diego,Lerer,Argentina,critics,Syndromes and a Century,2006,Apichatpong Weerasethakul,Syndromes and a Century,N/A,105,Drama,Thai,"Thailand,France,Austria"
Diego,Batlle,Argentina,critics,"400 Blows, The",1959,Francois Truffaut,The 400 Blows,NOT RATED,99,"Crime,Drama","French,English",France
Diego,Batlle,Argentina,critics,Breathless,1960,Jean-Luc Godard,Breathless,UNRATED,90,"Crime,Drama,Romance","French,English",France
Diego,Batlle,Argentina,critics,"Godfather: Part I, The",1972,Francis Ford Coppola,The Godfather,R,175,"Crime,Drama","English,Italian,Latin",USA
Diego,Batlle,Argentina,critics,Princess Mononoke,1997,Miyazaki Hayao,Princess Mononoke,PG-13,134,"Animation,Adventure,Fantasy",Japanese,Japan
Diego,Batlle,Argentina,critics,Raging Bull,1980,Martin Scorsese,Raging Bull,R,129,"Biography,Drama,Sport",English,USA
Diego,Batlle,Argentina,critics,"Searchers, The",1956,John Ford,The Searchers,APPROVED,119,"Adventure,Drama,Western","English,Navajo,Spanish",USA
Diego,Batlle,Argentina,critics,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
Diego,Batlle,Argentina,critics,Unforgiven,1992,Clint Eastwood,Unforgiven,R,131,Western,English,USA
Diego,Batlle,Argentina,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
Diego,Batlle,Argentina,critics,WALL-E,2008,Andrew Stanton,WALL-E,G,98,"Animation,Adventure,Family",English,USA
Diane,Negra,Ireland,critics,All the President's Men,1976,Alan J Pakula,All the President's Men,R,138,"Drama,Thriller","English,Spanish",USA
Diane,Negra,Ireland,critics,Anvil: The Story of Anvil,2008,Sacha Gervasi,Anvil: The Story of Anvil,UNRATED,80,"Documentary,Biography,Music",English,Canada
Diane,Negra,Ireland,critics,Before Sunset,2004,Richard Linklater,Before Sunset,R,80,"Drama,Romance","English,French",USA
Diane,Negra,Ireland,critics,Crimes and Misdemeanors,1989,Woody Allen,Crimes and Misdemeanors,PG-13,104,"Comedy,Drama",English,USA
Diane,Negra,Ireland,critics,Mademoiselle Chambon,2009,Stephane Brize,Mademoiselle Chambon,N/A,101,"Drama,Romance",French,France
Diane,Negra,Ireland,critics,Metallica: Some Kind of Monster,2004,"Joe Berlinger, Bruce Sinofsky",Metallica: Some Kind of Monster,NOT RATED,141,"Documentary,Music",English,USA
Diane,Negra,Ireland,critics,Mystery Train,1989,Jim Jarmusch,Mystery Train,R,110,"Comedy,Crime,Drama","English,Japanese,Italian","USA,Japan"
Diane,Negra,Ireland,critics,Shadow of A Doubt,1943,Alfred Hitchcock,Shadow of A Doubt,APPROVED,108,Thriller,English,USA
Diane,Negra,Ireland,critics,Shoah,1985,Claude Lanzmann,Shoah,NOT RATED,566,"Documentary,History,War","English,German,Hebrew,Polish,Yiddish,French",France
Diane,Negra,Ireland,critics,Stop Making Sense,1984,Jonathan Demme,Stop Making Sense,NOT RATED,88,"Documentary,Music",English,USA
Derek,Malcolm,UK,critics,Apocalypse Now,1979,Francis Ford Coppola,Apocalypse Now,R,153,"Drama,War","English,French,Vietnamese,Khmer",USA
Derek,Malcolm,UK,critics,L'Atalante,1934,Jean Vigo,L'Atalante,NOT RATED,89,"Drama,Romance","French,Russian",France
Derek,Malcolm,UK,critics,"Music Room, The",1958,Satyajit Ray,The Music Room,NOT RATED,95,"Drama,Music",Bengali,India
Derek,Malcolm,UK,critics,Smiles of a Summer Night,1952,Ingmar Bergman,Smiles of a Summer Night,APPROVED,108,"Comedy,Romance",Swedish,Sweden
Derek,Malcolm,UK,critics,"Third Man, The",1949,Carol Reed,The Third Man,NOT RATED,93,"Film-Noir,Mystery,Thriller","English,German,Russian",UK
Derek,Malcolm,UK,critics,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
Derek,Malcolm,UK,critics,Touch of Evil,1958,Orson Welles,Touch of Evil,PG-13,95,"Crime,Film-Noir,Thriller","English,Spanish",USA
Derek,Malcolm,UK,critics,Tristana,1970,Luis Bunuel,Tristana,PG-13,95,Drama,Spanish,"Spain,Italy,France"
Derek,Malcolm,UK,critics,Ugetsu Monogatari,1953,Mizoguchi Kenji,Ugetsu,APPROVED,96,"Drama,Fantasy,Mystery",Japanese,Japan
Derek,Malcolm,UK,critics,Umberto D,1952,Vittorio de Sica,Umberto D,NOT RATED,89,Drama,Italian,Italy
Dennis,Lim,US,critics,(nostalgia),1971,Hollis Frampton,(nostalgia),NOT RATED,125,Drama,"Italian,Russian","Italy,Soviet Union"
Dennis,Lim,US,critics,Bigger Than Life,1956,Nicholas Ray,Bigger Than Life,NOT RATED,95,Drama,English,USA
Dennis,Lim,US,critics,Close-Up,1989,Abbas Kiarostami,Close-Up,NOT RATED,98,Drama,"Persian,Azerbaijani",Iran
Dennis,Lim,US,critics,Death by Hanging,1968,Nagisa Oshima,Death by Hanging,N/A,117,"Crime,Drama",Japanese,Japan
Dennis,Lim,US,critics,"Devil Probably, The",1977,Robert Bresson,The Devil Probably,NOT RATED,95,Drama,French,France
Dennis,Lim,US,critics,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles",NOT RATED,201,Drama,French,"Belgium,France"
Dennis,Lim,US,critics,Love Streams,1984,John Cassavetes,Love Streams,PG-13,141,"Comedy,Drama",English,USA
Dennis,Lim,US,critics,Man with a Movie Camera,1929,Dziga Vertov,Man with a Movie Camera,NOT RATED,68,Documentary,N/A,Soviet Union
Dennis,Lim,US,critics,Out 1,1990,Jacques Rivette,Out 1,N/A,729,Drama,"French,English",France
Dennis,Lim,US,critics,Platform,2000,Jia Zhang Ke ,Platform,N/A,154,"Drama,History","Mandarin,Shanxi","Hong Kong,China,Japan,France"
Dennis,Doros,US,critics,I Know Where I'm Going!',1945,Michael Powell/Emeric Pressburger,I Know Where I'm Going!',NOT RATED,91,"Drama,Romance","English,Scottish Gaelic",UK
Dennis,Doros,US,critics,Begone Dull Care,1949,Evelyn Lambart/Norman McLaren,Begone Dull Care,N/A,8,"Animation,Short,Music",N/A,Canada
Dennis,Doros,US,critics,"Belle et la Bete, La",1946,Jean Cocteau,Beauty and the Beast,NOT RATED,93,"Fantasy,Romance",French,France
Dennis,Doros,US,critics,Days of Heaven,1978,Terrence Malick,Days of Heaven,PG,94,"Drama,Romance","English,Italian",USA
Dennis,Doros,US,critics,"Emperor's Naked Army Marches On, The",1987,Kazuo Hara,The Emperor's Naked Army Marches On,N/A,122,"Documentary,War",Japanese,Japan
Dennis,Doros,US,critics,"enfants du paradis, Les",1945,Marcel Carne,Children of Paradise,APPROVED,190,"Drama,Romance",French,France
Dennis,Doros,US,critics,Grass,1925,Merian C. Cooper/Ernest B. Schoedsack,Grass,R,80,"Documentary,History",English,Canada
Dennis,Doros,US,critics,Killer of Sheep,1977,Charles Burnett,Killer of Sheep,N/A,83,Drama,English,USA
Dennis,Doros,US,critics,Pass The Gravy,1928,Fred Guiol,Pass The Gravy,N/A,23,"Short,Comedy",English,USA
Dennis,Doros,US,critics,"Purple Rose of Cairo, The",1985,Woody Allen,The Purple Rose of Cairo,PG,82,"Comedy,Fantasy,Romance",English,USA
Demetrios,Matheou,UK,critics,2001: A Space Odyssey,1968,Stanley Kubrick,2001: A Space Odyssey,G,160,"Mystery,Sci-Fi","English,Russian","USA,UK"
Demetrios,Matheou,UK,critics,"Bicycle Thieves, The",1948,Vittorio de Sica,Bicycle Thieves,NOT RATED,93,Drama,Italian,Italy
Demetrios,Matheou,UK,critics,Breathless,1960,Jean-Luc Godard,Breathless,UNRATED,90,"Crime,Drama,Romance","French,English",France
Demetrios,Matheou,UK,critics,Citizen Kane,1941,Orson Welles,Citizen Kane,APPROVED,119,"Drama,Mystery",English,USA
Demetrios,Matheou,UK,critics,Days of Heaven,1978,Terrence Malick,Days of Heaven,PG,94,"Drama,Romance","English,Italian",USA
Demetrios,Matheou,UK,critics,"Godfather: Part I, The",1972,Francis Ford Coppola,The Godfather,R,175,"Crime,Drama","English,Italian,Latin",USA
Demetrios,Matheou,UK,critics,His Girl Friday,1939,Howard Hawks,His Girl Friday,APPROVED,92,"Comedy,Drama,Romance","English,French",USA
Demetrios,Matheou,UK,critics,Raging Bull,1980,Martin Scorsese,Raging Bull,R,129,"Biography,Drama,Sport",English,USA
Demetrios,Matheou,UK,critics,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
Demetrios,Matheou,UK,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
David,Thomson,UK/US,critics,Blue Velvet,1986,David Lynch,Blue Velvet,R,120,"Crime,Drama,Mystery",English,USA
David,Thomson,UK/US,critics,Celine and Julie Go Boating,1974,Jacques Rivette,Celine and Julie Go Boating,UNRATED,193,"Comedy,Drama,Fantasy",French,France
David,Thomson,UK/US,critics,Citizen Kane,1941,Orson Welles,Citizen Kane,APPROVED,119,"Drama,Mystery",English,USA
David,Thomson,UK/US,critics,"Conformist, The",1970,Bernardo Bertolucci,The Conformist,R,111,Drama,"Italian,French,Latin,Chinese","Italy,France,West Germany"
David,Thomson,UK/US,critics,Hiroshima Mon Amour,1959,Alain Resnais,Hiroshima Mon Amour,NOT RATED,90,"Drama,Romance","French,Japanese,English","France,Japan"
David,Thomson,UK/US,critics,His Girl Friday,1939,Howard Hawks,His Girl Friday,APPROVED,92,"Comedy,Drama,Romance","English,French",USA
David,Thomson,UK/US,critics,Pierrot le Fou,1965,Jean-Luc Godard,Pierrot le Fou,NOT RATED,110,"Crime,Drama,Romance","French,English,Italian","France,Italy"
David,Thomson,UK/US,critics,La Regle du jeu,1939,Jean Renoir,La Regle du jeu,N/A,26,Documentary,French,France
David,Thomson,UK/US,critics,"Shop Around the Corner, The",1940,Ernst Lubitsch,The Shop Around the Corner,PASSED,99,"Comedy,Drama,Romance",English,USA
David,Thomson,UK/US,critics,Ugetsu Monogatari,1953,Mizoguchi Kenji,Ugetsu,APPROVED,96,"Drama,Fantasy,Mystery",Japanese,Japan
David,Thompson,UK,critics,81/2,1963,Federico Fellini,8 1/2,N/A,UNKNOWN,Crime,N/A,N/A
David,Thompson,UK,critics,L'Atalante,1934,Jean Vigo,L'Atalante,NOT RATED,89,"Drama,Romance","French,Russian",France
David,Thompson,UK,critics,Chimes at Midnight,1966,Orson Welles,Chimes at Midnight,N/A,115,"Comedy,Drama,History",English,"France,Spain,Switzerland"
David,Thompson,UK,critics,"Conformist, The",1970,Bernardo Bertolucci,The Conformist,R,111,Drama,"Italian,French,Latin,Chinese","Italy,France,West Germany"
David,Thompson,UK,critics,"Goto, Island of Love",1968,Walerian Borowczyk,"Goto, Island of Love",N/A,93,Drama,French,France
David,Thompson,UK,critics,Pandora's Box,1928,G W Pabst,Pandora's Box,NOT RATED,109,"Crime,Drama,Romance",German,Germany
David,Thompson,UK,critics,Raging Bull,1980,Martin Scorsese,Raging Bull,R,129,"Biography,Drama,Sport",English,USA
David,Thompson,UK,critics,La Regle du jeu,1939,Jean Renoir,La Regle du jeu,N/A,26,Documentary,French,France
David,Thompson,UK,critics,Shanghai Express,1932,Josef von Sternberg,Shanghai Express,PASSED,82,"Adventure,Drama,Romance","English,French,Cantonese,German",USA
David,Thompson,UK,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
David,Stratton,UK/Australia,critics,Charulata,1964,Satyajit Ray,Charulata,NOT RATED,117,"Drama,Romance","Bengali,English",India
David,Stratton,UK/Australia,critics,Citizen Kane,1941,Orson Welles,Citizen Kane,APPROVED,119,"Drama,Mystery",English,USA
David,Stratton,UK/Australia,critics,"Conversation, The",1974,Francis Ford Coppola,The Conversation,PG,113,"Drama,Mystery,Thriller",English,USA
David,Stratton,UK/Australia,critics,"Distant Voices, Still Lives",1988,Terence Davies,"Distant Voices, Still Lives",PG-13,85,Drama,English,"UK,West Germany"
David,Stratton,UK/Australia,critics,Kings of the Road,1976,Wim Wenders,Kings of the Road,N/A,175,Drama,"German,English",West Germany
David,Stratton,UK/Australia,critics,Lola,1961,Jacques Demy,Lola,R,113,"Comedy,Drama","German,English",West Germany
David,Stratton,UK/Australia,critics,"Searchers, The",1956,John Ford,The Searchers,APPROVED,119,"Adventure,Drama,Western","English,Navajo,Spanish",USA
David,Stratton,UK/Australia,critics,Singin' in the Rain,1951,Stanley Donen/Gene Kelly,Singin' in the Rain,APPROVED,103,"Comedy,Musical,Romance",English,USA
David,Stratton,UK/Australia,critics,"Travelling Players, The",1975,Theodoros Angelopoulos,The Travelling Players,N/A,230,"Drama,History,War",Greek,Greece
David,Stratton,UK/Australia,critics,Uzak/Distant,2003,Nuri Bilge Ceylan,Distant,NOT RATED,110,Drama,Turkish,Turkey
David,Sterritt,US,critics,2001: A Space Odyssey,1968,Stanley Kubrick,2001: A Space Odyssey,G,160,"Mystery,Sci-Fi","English,Russian","USA,UK"
David,Sterritt,US,critics,Antonio das Mortes,1969,Glauber Rocha,Antonio das Mortes,N/A,100,"Action,Crime,Drama",Portuguese,"France,Brazil,West Germany"
David,Sterritt,US,critics,Au Hasard Balthazar,1966,Robert Bresson,Au Hasard Balthazar,NOT RATED,95,Drama,"French,Latin","France,Sweden"
David,Sterritt,US,critics,"Crowd, The",1928,King Vidor,The Crowd,NOT RATED,98,"Drama,Romance",N/A,USA
David,Sterritt,US,critics,Out 1: Spectre,1973,Jacques Rivette,Out 1: Spectre,N/A,253,"Comedy,Drama,Thriller",French,France
David,Sterritt,US,critics,"Page of Madness, A",1926,Teinosuke Kinugasa,A Page of Madness,N/A,70,"Drama,Horror",N/A,Japan
David,Sterritt,US,critics,Vagabond,1985,Agnes Varda,Vagabond,NOT RATED,105,Drama,"French,Arabic,English",France
David,Sterritt,US,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
David,Sterritt,US,critics,Wavelength,1967,Michael Snow,Wavelength,N/A,45,N/A,English,"Canada,USA"
David,Sterritt,US,critics,"Woman Under the Influence, A",1974,John Cassavetes,A Woman Under the Influence,R,155,Drama,"English,Italian",USA
David,Sorfa,UK,critics,Badlands,1973,Terrence Malick,Badlands,PG,94,"Crime,Drama","English,Spanish",USA
David,Sorfa,UK,critics,Cleo from 5 to 7,1962,Agnes Varda,Cleo from 5 to 7,NOT RATED,90,"Comedy,Drama,Music",French,"France,Italy"
David,Sorfa,UK,critics,"Devils, The",1971,Ken Russell,The Devils,X,111,"Drama,History","English,Latin",UK
David,Sorfa,UK,critics,Lunacy,2005,Jan Svankmajer,Lunacy,N/A,118,"Drama,Horror",Czech,"Czech Republic,Slovakia"
David,Sorfa,UK,critics,Melancholia,2011,Lars von Trier,Melancholia,R,130,"Drama,Sci-Fi",English,"Denmark,Sweden,France,Germany"
David,Sorfa,UK,critics,Mother Joan of the Angels,1961,Jerzy Kawalerowicz,Mother Joan of the Angels,N/A,110,"Drama,Horror,Mystery","Polish,Latin",Poland
David,Sorfa,UK,critics,Night of the Bride,1967,Karel Kachyna,The Nun's Night,N/A,90,Drama,Czech,Czechoslovakia
David,Sorfa,UK,critics,"Piano Teacher, The",2001,Michael Haneke,The Piano Teacher,R,131,"Drama,Music,Thriller","French,German","Austria,France,Germany"
David,Sorfa,UK,critics,"Synecdoche, New York",2008,Charlie Kaufman,"Synecdoche, New York",R,124,"Comedy,Drama","English,German",USA
David,Sorfa,UK,critics,Three Colours: Blue,1993,Krzysztof Kieslowski,Three Colors: Blue,R,98,"Drama,Music,Mystery","French,Romanian,Polish","France,Poland,Switzerland"
David,Rudkin,UK,critics,Battleship Potemkin,1925,Sergei M Eisenstein,Battleship Potemkin,UNRATED,66,"History,War",Russian,Soviet Union
David,Rudkin,UK,critics,Citizen Kane,1941,Orson Welles,Citizen Kane,APPROVED,119,"Drama,Mystery",English,USA
David,Rudkin,UK,critics,Day of Wrath,1943,Carl Theodor Dreyer,Day of Wrath,NOT RATED,110,Drama,Danish,Denmark
David,Rudkin,UK,critics,Ikiru,1952,Akira Kurosawa,Ikiru,NOT RATED,143,Drama,Japanese,Japan
David,Rudkin,UK,critics,Intolerance,1916,D.W. Griffith,Intolerance,N/A,11,"Animation,Comedy,Sci-Fi",English,UK
David,Rudkin,UK,critics,Napoleon,1927,Abel Gance,Napoleon,N/A,240,"Biography,Drama,History",N/A,France
David,Rudkin,UK,critics,Partie de campagne,1936,Jean Renoir,Partie de campagne,N/A,90,Documentary,French,France
David,Rudkin,UK,critics,Passion of Joan of Arc,1927,Carl Theodor Dreyer,Passion of Joan of Arc,NOT RATED,114,"Biography,Drama,History",French,France
David,Rudkin,UK,critics,Vampyr,1932,Carl Theodor Dreyer,Vampyr,UNRATED,75,Horror,German,"Germany,France"
David,Rudkin,UK,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
David,Rooney,US,critics,"400 Blows, The",1959,Francois Truffaut,The 400 Blows,NOT RATED,99,"Crime,Drama","French,English",France
David,Rooney,US,critics,Alice Doesn't Live Here Anymore,1974,Martin Scorsese,Alice Doesn't Live Here Anymore,PG,112,"Drama,Romance",English,USA
David,Rooney,US,critics,Bride of Frankenstein,1935,James Whale,Bride of Frankenstein,NOT RATED,75,"Horror,Sci-Fi",English,USA
David,Rooney,US,critics,"Godfather: Part II, The",1974,Francis Ford Coppola,The Godfather: Part II,R,200,"Crime,Drama","English,Italian,Spanish,Latin,Sicilian",USA
David,Rooney,US,critics,"Last Picture Show, The",1971,Peter Bogdanovich,The Last Picture Show,R,118,Drama,English,USA
David,Rooney,US,critics,Nashville,1975,Robert Altman,Nashville,R,159,"Drama,Music",English,USA
David,Rooney,US,critics,Nights of Cabiria,1957,Federico Fellini,Nights of Cabiria,NOT RATED,110,Drama,Italian,"Italy,France"
David,Rooney,US,critics,Pan's Labyrinth,2006,Guillermo del Toro,Pan's Labyrinth,R,118,"Drama,Fantasy,War",Spanish,"Spain,Mexico,USA"
David,Rooney,US,critics,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
David,Rooney,US,critics,"Wizard of Oz, The",1939,Victor Fleming,The Wizard of Oz,PASSED,102,"Adventure,Family,Fantasy",English,USA
David,Robinson,UK,critics,7th Heaven,1927,Frank Borzage,7th Heaven,TV-PG,60,"Drama,Family",English,USA
David,Robinson,UK,critics,"Age d'Or, L'",1930,Luis Bunuel,L'Age d'Or,N/A,63,"Comedy,Drama",French,France
David,Robinson,UK,critics,"grande illusion, La",1937,Jean Renoir,La grande illusion,UNRATED,114,"Drama,War","French,German,English,Russian",France
David,Robinson,UK,critics,"Havre, Le",2010,Aki Kaurismaki,Le Havre,NOT RATED,93,"Comedy,Drama",French,"Finland,France,Germany"
David,Robinson,UK,critics,Kagemusha,1980,Akira Kurosawa,Kagemusha,PG,162,"Drama,History,War",Japanese,"Japan,USA"
David,Robinson,UK,critics,"Kid, The",1921,Charles Chaplin,The Kid,NOT RATED,68,"Comedy,Drama,Family",English,USA
David,Robinson,UK,critics,Our Hospitality,1923,Buster Keaton/John G. Blystone,Our Hospitality,NOT RATED,65,"Comedy,Family",English,USA
David,Robinson,UK,critics,Pather Panchali,1955,Satyajit Ray,Pather Panchali,NOT RATED,119,Drama,Bengali,India
David,Robinson,UK,critics,Stagecoach,1939,John Ford,Stagecoach,NOT RATED,96,"Adventure,Western",English,USA
David,Robinson,UK,critics,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
David,Phelps,US,critics,"Bowery, The",1933,Raoul Walsh,The Bowery,N/A,92,"Comedy,Drama",English,USA
David,Phelps,US,critics,Eniaios,,Gregory J. Markopoulos,Eniaios,UNKNOWN,UNKNOWN,"U,N,K,N,O,W,N","U,N,K,N,O,W,N","U,N,K,N,O,W,N"
