fName,lName,country,poll,selectionName,selectionYear,selectionDirector,newName,rating,runtime,genre,language,country
Adam,Nayman,Canada,critics,Duck Amuck,,Chuck Jones,Duck Amuck,APPROVED,7,"Family,Animation,Comedy",English,USA
Adam,Nayman,Canada,critics,La Regle du jeu,1939,Jean Renoir,La Regle du jeu,N/A,26,Documentary,French,France
Adam,Nayman,Canada,critics,Sans Soleil,1982,Chris Marker,Sans Soleil,NOT RATED,100,Documentary,"French,Japanese,English",France
Adam,Nayman,Canada,critics,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
Adam,Nayman,Canada,critics,Viridiana,1961,Luis Bunuel,Viridiana,NOT RATED,90,Drama,Spanish,"Spain,Mexico"
Adam,Hyman,US,critics,"Berlin, Symphony of a City",1927,Walter Ruttmann,Berlin: Symphony of a Great City,N/A,65,Documentary,N/A,Germany
Adam,Hyman,US,critics,Days of Heaven,1978,Terrence Malick,Days of Heaven,PG,94,"Drama,Romance","English,Italian",USA
Adam,Hyman,US,critics,"enfants du paradis, Les",1945,Marcel Carne,Children of Paradise,APPROVED,190,"Drama,Romance",French,France
Adam,Hyman,US,critics,Lawrence of Arabia,1962,David Lean,Lawrence of Arabia,PG,216,"Adventure,Biography,Drama","English,Arabic,Turkish",UK
Adam,Hyman,US,critics,Meshes of the Afternoon,1943,Maya Deren/Alexander Hammid,Meshes of the Afternoon,N/A,14,Short,N/A,USA
Adam,Hyman,US,critics,Pather Panchali,1955,Satyajit Ray,Pather Panchali,NOT RATED,119,Drama,Bengali,India
Adam,Hyman,US,critics,Persona,1966,Ingmar Bergman,Persona,NOT RATED,83,"Drama,Mystery","Swedish,English",Sweden
Adam,Hyman,US,critics,Satantango,1994,Bela Tarr,Satantango,N/A,450,"Comedy,Drama",Hungarian,"Hungary,Germany,Switzerland"
Adam,Hyman,US,critics,Shadows,1959,John Cassavetes,Shadows,PG,87,Drama,English,USA
Adam,Hyman,US,critics,"Tale of the Wind, A",,Joris Ivens/Marceline Loridan Ivens,A Tale of the Wind,N/A,80,Documentary,"French,Mandarin","France,UK,West Germany,Netherlands"
Abe,Nornes,US,critics,"Age d'Or, L'",1930,Luis Bunuel,L'Age d'Or,N/A,63,"Comedy,Drama",French,France
Abe,Nornes,US,critics,"City of Sadness, A",1989,Hsiao-hsien Hou,A City of Sadness,N/A,157,"Drama,History","Mandarin,Min Nan,Japanese,Cantonese","Hong Kong,Taiwan"
Abe,Nornes,US,critics,"I Was Born, But...",1932,Ozu Yasujiro,"I Was Born, But...",NOT RATED,100,"Comedy,Drama",N/A,Japan
Abe,Nornes,US,critics,Memories of Underdevelopment,1968,Tomas Gutierrez Alea,Memories of Underdevelopment,N/A,97,Drama,"Spanish,English",Cuba
Abe,Nornes,US,critics,Pather Panchali,1955,Satyajit Ray,Pather Panchali,NOT RATED,119,Drama,Bengali,India
Abe,Nornes,US,critics,Sanrizuka: Heta Village,1971,Ogawa Shinsuke,Sanrizuka: Heta buraku,N/A,146,N/A,Japanese,Japan
Abe,Nornes,US,critics,Sans Soleil,1982,Chris Marker,Sans Soleil,NOT RATED,100,Documentary,"French,Japanese,English",France
Abe,Nornes,US,critics,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
Abe,Nornes,US,critics,"Touch of Zen, A",1969,King Hu,A Touch of Zen,N/A,200,Adventure,Mandarin,Taiwan
Abe,Nornes,US,critics,"Tree of Life, The",2010,Terrence Malick,The Tree of Life,PG-13,139,"Drama,Fantasy",English,USA
Aaron,Katz,US,directors,Alien,1979,Ridley Scott,Alien,R,117,"Horror,Sci-Fi","English,Spanish","USA,UK"
Aaron,Katz,US,directors,Die Hard,1988,John McTiernan,Die Hard,R,131,"Action,Thriller","English,German,Italian",USA
Aaron,Katz,US,directors,Hannah and Her Sisters,1986,Woody Allen,Hannah and Her Sisters,PG-13,103,"Comedy,Drama",English,USA
Aaron,Katz,US,directors,"Last Days of Disco, The",1998,Whit Stillman,The Last Days of Disco,R,113,"Comedy,Drama,Music",English,USA
Aaron,Katz,US,directors,"Night at the Opera, A",1935,Sam Wood,A Night at the Opera,PASSED,96,"Comedy,Music,Musical","English,Italian",USA
Aaron,Katz,US,directors,"notte, La",1961,Michelangelo Antonioni,La notte,NOT RATED,115,Drama,"Italian,French","Italy,France"
Aaron,Katz,US,directors,Il Posto,1961,Ermanno Olmi,Il Posto,NOT RATED,93,Drama,Italian,Italy
Aaron,Katz,US,directors,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
Aaron,Katz,US,directors,"Trip, The",,Michael Winterbottom,The Trip,NOT RATED,107,"Comedy,Drama",English,UK
Aaron,Katz,US,directors,US Go Home,,Claire Denis,US Go Home,N/A,50,Documentary,French,France
Abel,Ferrara,US,directors,Cul-de-Sac,1966,Roman Polanski,Cul-de-Sac,NOT RATED,113,"Comedy,Drama,Thriller",English,UK
Abel,Ferrara,US,directors,"Devils, The",1971,Ken Russell,The Devils,X,111,"Drama,History","English,Latin",UK
Abel,Ferrara,US,directors,Hawks and Sparrows,1966,Pier Paolo Pasolini,The Hawks and the Sparrows,UNRATED,91,"Comedy,History",Italian,Italy
Abel,Ferrara,US,directors,Prison,1949,Ingmar Bergman,Prison,R,102,"Crime,Drama,Horror",English,USA
Abel,Ferrara,US,directors,Lolita,1961,Stanley Kubrick,Lolita,NOT RATED,152,"Drama,Romance","English,French","UK,USA"
Abel,Ferrara,US,directors,Los Olvidados,1950,Luis Bunuel,Los Olvidados,NOT RATED,80,"Crime,Drama",Spanish,Mexico
Abel,Ferrara,US,directors,Ran,1985,Akira Kurosawa,Ran,R,162,"Action,Drama,War",Japanese,"Japan,France"
Abel,Ferrara,US,directors,Touch of Evil,1958,Orson Welles,Touch of Evil,PG-13,95,"Crime,Film-Noir,Thriller","English,Spanish",USA
Abel,Ferrara,US,directors,"Woman Under the Influence, A",1974,John Cassavetes,A Woman Under the Influence,R,155,Drama,"English,Italian",USA
Abel,Ferrara,US,directors,Zero de Conduite,1933,Jean Vigo,Zero de Conduite,N/A,120,Talk-Show,French,France
Aditya,Assarat,Thailand,directors,"Brighter Summer Day, A",1991,Edward Yang,A Brighter Summer Day,N/A,237,"Crime,Drama,Romance","Mandarin,Min Nan,Shanghainese",Taiwan
Aditya,Assarat,Thailand,directors,Days of Being Wild,1990,Wong Kar Wai,Days of Being Wild,UNRATED,94,"Crime,Drama,Romance","Cantonese,Shanghainese,Tagalog,English,Mandarin",Hong Kong
Aditya,Assarat,Thailand,directors,George Washington,2000,David Gordon Green,George Washington,UNRATED,89,Drama,English,USA
Aditya,Assarat,Thailand,directors,"Godfather: Part I, The",1972,Francis Ford Coppola,The Godfather,R,175,"Crime,Drama","English,Italian,Latin",USA
Aditya,Assarat,Thailand,directors,In The Mood For Love,2000,Wong Kar Wai,In The Mood For Love,PG,98,"Drama,Romance","Cantonese,Shanghainese,French","Hong Kong,China"
Aditya,Assarat,Thailand,directors,Last Tango in Paris,1972,Bernardo Bertolucci,Last Tango in Paris,NC-17,129,"Drama,Romance","English,French","France,Italy"
Aditya,Assarat,Thailand,directors,Manhattan,1979,Woody Allen,Manhattan,R,96,"Comedy,Drama,Romance",English,USA
Aditya,Assarat,Thailand,directors,"One and a Two, A",1999,Edward Yang,Yi yi,NOT RATED,173,"Drama,Music,Romance","Mandarin,Min Nan,Hokkien,English,Japanese","Taiwan,Japan"
Aditya,Assarat,Thailand,directors,Syndromes and a Century,2006,Apichatpong Weerasethakul,Syndromes and a Century,N/A,105,Drama,Thai,"Thailand,France,Austria"
Aditya,Assarat,Thailand,directors,There Will Be Blood,2007,Paul Thomas Anderson,There Will Be Blood,R,158,Drama,"English,American Sign Language",USA
Adoor,Gopalakrishnan,India,directors,"400 Blows, The",1959,Francois Truffaut,The 400 Blows,NOT RATED,99,"Crime,Drama","French,English",France
Adoor,Gopalakrishnan,India,directors,Andrei Rublev,1966,Andrei Tarkovsky,Andrei Rublev,NOT RATED,205,"Biography,Drama,History","Russian,Italian,Tatar",Soviet Union
Adoor,Gopalakrishnan,India,directors,"Boy, The",1969,Oshima Nagisa,The Boy,PG-13,94,"Drama,War",English,"UK,USA"
Adoor,Gopalakrishnan,India,directors,Pather Panchali,1955,Satyajit Ray,Pather Panchali,NOT RATED,119,Drama,Bengali,India
Adoor,Gopalakrishnan,India,directors,Pickpocket,1959,Robert Bresson,Pickpocket,NOT RATED,75,"Crime,Drama",French,France
Adoor,Gopalakrishnan,India,directors,"Puppetmaster, The",1993,Hsiao-hsien Hou,The Puppetmaster,N/A,142,"Biography,Drama,War","Mandarin,Min Nan,Japanese",Taiwan
Adoor,Gopalakrishnan,India,directors,Rashomon,1950,Akira Kurosawa,Rashomon,UNRATED,88,"Crime,Drama,Mystery",Japanese,Japan
Adoor,Gopalakrishnan,India,directors,"Round-Up, The",1966,Miklos Jancso,The Round-Up,N/A,90,"Drama,War",Hungarian,Hungary
Adoor,Gopalakrishnan,India,directors,La strada,1954,Federico Fellini,La strada,NOT RATED,108,Drama,Italian,Italy
Adoor,Gopalakrishnan,India,directors,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
Agnieszka,Holland,Poland,directors,Barry Lyndon,1975,Stanley Kubrick,Barry Lyndon,PG,184,"Adventure,Drama,History","English,German,French","UK,USA,Ireland"
Agnieszka,Holland,Poland,directors,Diamonds of the Night,1964,Jan Nemec,Diamonds of the Night,N/A,63,"Drama,War","German,Czech",Czechoslovakia
Agnieszka,Holland,Poland,directors,Fanny and Alexander,1984,Ingmar Bergman,Fanny and Alexander,R,188,Drama,"Swedish,German,Yiddish,English","Sweden,France,West Germany"
Agnieszka,Holland,Poland,directors,Hidden,2004,Michael Haneke,Hidden,R,95,"Horror,Thriller","Norwegian,Swedish",Norway
Agnieszka,Holland,Poland,directors,Marketa Lazarova,1967,Frantisek Vlacil,Marketa Lazarova,NOT RATED,162,"Drama,History,Romance","Czech,German",Czechoslovakia
Agnieszka,Holland,Poland,directors,Mirror,1974,Andrei Tarkovsky,Mirror,N/A,87,"Horror,Crime,Mystery",N/A,Hong Kong
Agnieszka,Holland,Poland,directors,Odd Man Out,1947,Carol Reed,Odd Man Out,NOT RATED,116,"Crime,Drama,Film-Noir",English,UK
Agnieszka,Holland,Poland,directors,"Reine Margot, La",1994,Patrice Chereau,La Reine Margot,N/A,UNKNOWN,Short,French,France
Agnieszka,Holland,Poland,directors,There Will Be Blood,2007,Paul Thomas Anderson,There Will Be Blood,R,158,Drama,"English,American Sign Language",USA
Agnieszka,Holland,Poland,directors,Throne of Blood,1957,Akira Kurosawa,Throne of Blood,UNRATED,110,"Action,Drama",Japanese,Japan
Ahmed,Atef,Egypt,directors,Apocalypse Now,1979,Francis Ford Coppola,Apocalypse Now,R,153,"Drama,War","English,French,Vietnamese,Khmer",USA
Ahmed,Atef,Egypt,directors,City of God,2002,Fernando Meirelles,City of God,R,130,"Crime,Drama",Portuguese,"Brazil,France"
Ahmed,Atef,Egypt,directors,Farewell My Concubine,1993,Chen Kaige,Farewell My Concubine,R,171,"Drama,Music,Romance",Mandarin,"China,Hong Kong"
Ahmed,Atef,Egypt,directors,Modern Times,1936,Charles Chaplin,Modern Times,G,87,"Comedy,Drama",English,USA
Ahmed,Atef,Egypt,directors,Moulin Rouge,2001,Baz Luhrmann,Moulin Rouge,NOT RATED,119,"Biography,Drama,Music",English,UK
Ahmed,Atef,Egypt,directors,Salaam Bombay!,1988,Mira Nair,Salaam Bombay!,N/A,113,"Crime,Drama","Hindi,English","UK,India,France"
Ahmed,Atef,Egypt,directors,Satyricon,1969,Federico Fellini,Satyricon,N/A,120,Comedy,Italian,Italy
Ahmed,Atef,Egypt,directors,Secrets and Lies,1996,Mike Leigh,Secrets and Lies,N/A,43,"Crime,Drama",English,USA
Ahmed,Atef,Egypt,directors,Underground,1995,Emir Kusturica,Underground,NOT RATED,167,"Comedy,Drama,War","Serbian,German,French,English,Russian","France,Germany,Bulgaria,Czech Republic,Hungary,Serbia"
Ahmed,Atef,Egypt,directors,Volver,2005,Pedro Almodovar,Volver,R,121,"Comedy,Crime,Drama",Spanish,Spain
Aki,Kaurismaki,Finland,directors,"Age d'Or, L'",1930,Luis Bunuel,L'Age d'Or,N/A,63,"Comedy,Drama",French,France
Aki,Kaurismaki,Finland,directors,L'Atalante,1934,Jean Vigo,L'Atalante,NOT RATED,89,"Drama,Romance","French,Russian",France
Aki,Kaurismaki,Finland,directors,"Bicycle Thieves, The",1948,Vittorio de Sica,Bicycle Thieves,NOT RATED,93,Drama,Italian,Italy
Aki,Kaurismaki,Finland,directors,Boudu Saved from Drowning,1932,Jean Renoir,Boudu Saved from Drowning,NOT RATED,85,Comedy,French,France
Aki,Kaurismaki,Finland,directors,"Gold Rush, The",1925,Charles Chaplin,The Gold Rush,NOT RATED,95,"Adventure,Comedy,Drama",English,USA
Aki,Kaurismaki,Finland,directors,Mon Oncle,1958,Jacques Tati,Mon Oncle,PASSED,117,Comedy,French,"France,Italy"
Aki,Kaurismaki,Finland,directors,Nanook of the North,1922,Robert J. Flaherty,Nanook of the North,NOT RATED,79,Documentary,N/A,"USA,France"
Aki,Kaurismaki,Finland,directors,Sunrise,1927,F. W. Murnau,Sunrise,NOT RATED,94,"Drama,Romance",N/A,USA
Aki,Kaurismaki,Finland,directors,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
Aki,Kaurismaki,Finland,directors,Z,1968,Costa-Gavras,Z,M,127,"Crime,Drama,History","French,Russian,English","France,Algeria"
Akin,Omotoso,Nigeria,directors,12 Angry Men,1956,Sidney Lumet,12 Angry Men,NOT RATED,96,Drama,English,USA
Akin,Omotoso,Nigeria,directors,"Battle of Algiers, The",1966,Gillo Pontecorvo,The Battle of Algiers,NOT RATED,121,"Drama,History,War","French,Arabic,English","Italy,Algeria"
Akin,Omotoso,Nigeria,directors,Do The Right Thing,1989,Spike Lee,Do The Right Thing,R,120,Drama,"English,Italian,Spanish",USA
Akin,Omotoso,Nigeria,directors,"Godfather: Part II, The",1974,Francis Ford Coppola,The Godfather: Part II,R,200,"Crime,Drama","English,Italian,Spanish,Latin,Sicilian",USA
Akin,Omotoso,Nigeria,directors,Hunger,2008,Steve McQueen,Hunger,NOT RATED,96,"Biography,Drama","English,Irish","UK,Ireland"
Akin,Omotoso,Nigeria,directors,Raging Bull,1980,Martin Scorsese,Raging Bull,R,129,"Biography,Drama,Sport",English,USA
Akin,Omotoso,Nigeria,directors,Rashomon,1950,Akira Kurosawa,Rashomon,UNRATED,88,"Crime,Drama,Mystery",Japanese,Japan
Akin,Omotoso,Nigeria,directors,Rear Window,1954,Alfred Hitchcock,Rear Window,APPROVED,112,"Mystery,Thriller",English,USA
Akin,Omotoso,Nigeria,directors,Rififi,1965,Jules Dassin,Rififi,NOT RATED,122,"Crime,Drama,Thriller","French,Italian,English",France
Akin,Omotoso,Nigeria,directors,Touki Bouki,1973,Djibril Diop Mambety,Touki Bouki,NOT RATED,85,Drama,"Wolof,Arabic,French",Senegal
Alejandro,Agresti,Argentina,directors,"Apartment, The",1960,Billy Wilder,The Apartment,APPROVED,125,"Comedy,Drama,Romance",English,USA
Alejandro,Agresti,Argentina,directors,"Asphalt Jungle, The",1950,John Huston,The Asphalt Jungle,PASSED,112,"Crime,Film-Noir,Drama","English,German",USA
Alejandro,Agresti,Argentina,directors,"Best Years of Our Lives, The",1946,William Wyler,The Best Years of Our Lives,PASSED,172,"Drama,Romance,War",English,USA
Alejandro,Agresti,Argentina,directors,Citizen Kane,1941,Orson Welles,Citizen Kane,APPROVED,119,"Drama,Mystery",English,USA
Alejandro,Agresti,Argentina,directors,Cluny Brown,1946,Ernst Lubitsch,Cluny Brown,PASSED,100,"Comedy,Romance",English,USA
Alejandro,Agresti,Argentina,directors,Hannah and Her Sisters,1986,Woody Allen,Hannah and Her Sisters,PG-13,103,"Comedy,Drama",English,USA
Alejandro,Agresti,Argentina,directors,Kotch,1971,Jack Lemmon,Kotch,GP,113,"Comedy,Drama",English,USA
Alejandro,Agresti,Argentina,directors,"Jour se Leve, Le",1939,Marcel Carne,Le Jour se Leve,NOT RATED,93,"Crime,Drama,Romance",French,France
Alejandro,Agresti,Argentina,directors,Red River,1947,Howard Hawks/Arthur Rosson,Red River,APPROVED,133,"Action,Adventure,Romance","English,Spanish",USA
Alejandro,Agresti,Argentina,directors,Twelve O'Clock High,1949,Henry King,Twelve O'Clock High,UNRATED,132,"Action,Drama,War",English,USA
Alexander,Zeldovich,Russia,directors,2001: A Space Odyssey,1968,Stanley Kubrick,2001: A Space Odyssey,G,160,"Mystery,Sci-Fi","English,Russian","USA,UK"
Alexander,Zeldovich,Russia,directors,Andrei Rublev,1966,Andrei Tarkovsky,Andrei Rublev,NOT RATED,205,"Biography,Drama,History","Russian,Italian,Tatar",Soviet Union
Alexander,Zeldovich,Russia,directors,"chien andalou, Un",1928,Luis Bunuel,Un chien andalou,NOT RATED,16,Short,French,France
Alexander,Zeldovich,Russia,directors,City Lights,1931,Charles Chaplin,City Lights,PASSED,87,"Comedy,Drama,Romance",English,USA
Alexander,Zeldovich,Russia,directors,"Cranes are Flying, The",1957,Mikhail Kalatozov,The Cranes are Flying,NOT RATED,97,"Drama,Romance,War",Russian,Soviet Union
Alexander,Zeldovich,Russia,directors,"dolce vita, La",1960,Federico Fellini,La dolce vita,NOT RATED,174,"Comedy,Drama","Italian,English,French,German","Italy,France"
Alexander,Zeldovich,Russia,directors,"French Connection, The",1971,William Friedkin,The French Connection,R,104,"Action,Crime,Drama","English,French",USA
Alexander,Zeldovich,Russia,directors,Ivan the Terrible II,1958,Sergei M Eisenstein,"Ivan the Terrible, Part II",NOT RATED,88,"Biography,History",Russian,Soviet Union
Alexander,Zeldovich,Russia,directors,Jules et Jim,1962,Francois Truffaut,Jules and Jim,NOT RATED,105,"Drama,Romance","French,German,English",France
Alexander,Zeldovich,Russia,directors,"Shining, The",1980,Stanley Kubrick,The Shining,R,146,Horror,English,"USA,UK"
Alexei,Popogrebsky,Russia,directors,"400 Blows, The",1959,Francois Truffaut,The 400 Blows,NOT RATED,99,"Crime,Drama","French,English",France
Alexei,Popogrebsky,Russia,directors,81/2,1963,Federico Fellini,8 1/2,N/A,UNKNOWN,Crime,N/A,N/A
Alexei,Popogrebsky,Russia,directors,A nos Amours,1983,Maurice Pialat,A nos Amours,N/A,12,Documentary,French,Switzerland
Alexei,Popogrebsky,Russia,directors,Barry Lyndon,1975,Stanley Kubrick,Barry Lyndon,PG,184,"Adventure,Drama,History","English,German,French","UK,USA,Ireland"
Alexei,Popogrebsky,Russia,directors,"Cranes are Flying, The",1957,Mikhail Kalatozov,The Cranes are Flying,NOT RATED,97,"Drama,Romance,War",Russian,Soviet Union
Alexei,Popogrebsky,Russia,directors,Fireworks,1997,Kitano Takeshi,Fireworks,N/A,103,"Crime,Drama,Romance",Japanese,Japan
Alexei,Popogrebsky,Russia,directors,Mirror,1974,Andrei Tarkovsky,Mirror,N/A,87,"Horror,Crime,Mystery",N/A,Hong Kong
Alexei,Popogrebsky,Russia,directors,My Friend Ivan Lapshin,1986,Aleksey German,My Friend Ivan Lapshin,N/A,100,Drama,Russian,Soviet Union
Alexei,Popogrebsky,Russia,directors,Spirited Away,2001,Miyazaki Hayao,Spirited Away,PG,125,"Animation,Adventure,Family",Japanese,Japan
Alexei,Popogrebsky,Russia,directors,"Tale of Tales, A",1979,Yuri Norstein,Tale of Tales,N/A,29,"Animation,Short",Russian,Soviet Union
Allan,Sekula,US,directors,A Valparaiso,1963,Joris Ivens,A Valparaiso,N/A,UNKNOWN,N/A,French,France
Allan,Sekula,US,directors,L'Atalante,1934,Jean Vigo,L'Atalante,NOT RATED,89,"Drama,Romance","French,Russian",France
Allan,Sekula,US,directors,"Battle of Chile, The",1975,Patricio Guzman,La batalla de Chile: La lucha de un pueblo sin armas - Primera parte: La insurrecion de la burguesia,N/A,191,Documentary,Spanish,"Venezuela,France,Cuba"
Allan,Sekula,US,directors,Battleship Potemkin,1925,Sergei M Eisenstein,Battleship Potemkin,UNRATED,66,"History,War",Russian,Soviet Union
Allan,Sekula,US,directors,"Bete Humaine, La",1938,Jean Renoir,La Bete Humaine,NOT RATED,100,"Drama,Film-Noir",French,France
Allan,Sekula,US,directors,Black Girl,1965,Ousmane Sembene,Black Girl,N/A,65,Drama,French,"France,Senegal"
Allan,Sekula,US,directors,Death by Hanging,1968,Nagisa Oshima,Death by Hanging,N/A,117,"Crime,Drama",Japanese,Japan
Allan,Sekula,US,directors,"Mujer del Puerto, La",1933,Arcady Boytler,The Woman of the Port,N/A,76,Drama,Spanish,Mexico
Allan,Sekula,US,directors,Rome Open City,1945,Roberto Rossellini,"Rome, Open City",APPROVED,103,"Drama,War","Italian,German,Latin",Italy
Allan,Sekula,US,directors,"Soldiers, The",1963,Jean-Luc Godard,The Soldiers,N/A,80,"Comedy,Drama,War",French,"France,Italy"
Amat,Escalante,Mexico,directors,"Aguirre, Wrath of God",1972,Werner Herzog,"Aguirre, the Wrath of God",NOT RATED,93,"Adventure,Drama,History","German,Quechua,Spanish",West Germany
Amat,Escalante,Mexico,directors,"Clockwork Orange, A",1971,Stanley Kubrick,A Clockwork Orange,X,136,"Crime,Drama,Sci-Fi",English,"UK,USA"
Amat,Escalante,Mexico,directors,"Good, the Bad and the Ugly, The",1966,Sergio Leone,"The Good, the Bad and the Ugly",NOT RATED,161,Western,Italian,"Italy,Spain,West Germany,USA"
Amat,Escalante,Mexico,directors,"humanite, L'",1999,Bruno Dumont,"humanite, L'",UNKNOWN,UNKNOWN,"U,N,K,N,O,W,N","U,N,K,N,O,W,N","U,N,K,N,O,W,N"
Amat,Escalante,Mexico,directors,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles",NOT RATED,201,Drama,French,"Belgium,France"
Amat,Escalante,Mexico,directors,Landscape Suicide,1986,James Benning,Landscape Suicide,N/A,95,"Crime,Drama",English,USA
Amat,Escalante,Mexico,directors,Los Olvidados,1950,Luis Bunuel,Los Olvidados,NOT RATED,80,"Crime,Drama",Spanish,Mexico
Amat,Escalante,Mexico,directors,M,1931,Fritz Lang,M,NOT RATED,99,"Crime,Drama,Thriller",German,Germany
Amat,Escalante,Mexico,directors,Modern Times,1936,Charles Chaplin,Modern Times,G,87,"Comedy,Drama",English,USA
Amat,Escalante,Mexico,directors,Take the Money and Run,1969,Woody Allen,Take the Money and Run,M,85,"Comedy,Crime",English,USA
Amit,Dutta,India,directors,Andrei Rublev,1966,Andrei Tarkovsky,Andrei Rublev,NOT RATED,205,"Biography,Drama,History","Russian,Italian,Tatar",Soviet Union
Amit,Dutta,India,directors,Distant Thunder,1973,Satyajit Ray,Distant Thunder,R,114,Drama,English,"USA,Canada"
